https://w3id.org/okn/o/sd#DatasetSpecification,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#label,https://w3id.org/okn/o/sd#description,https://w3id.org/okn/o/sd#position,https://w3id.org/okn/o/sd#hasDimensionality,https://w3id.org/okn/o/sd#hasFixedResource,https://w3id.org/okn/o/sd#hasFormat,https://w3id.org/okn/o/sd#hasPresentation,https://w3id.org/okn/o/sd#hasDataTransformation,https://w3id.org/okn/o/sd#hasDataType,https://w3id.org/okn/o/sd#hasDefaultValue,https://w3id.org/okn/o/sd#hasMaximumAcceptedValue,https://w3id.org/okn/o/sd#hasMinimumAcceptedValue,https://w3id.org/okn/o/sd#usesUnit,https://w3id.org/okn/o/sd#isTransformedFrom
cycles-0.9.4-alpha-advanced-pongo-multple-points_water,https://w3id.org/wings/export/MINT#CyclesWaterOutput,cycles_water,Cycles water file,8,0,,dat,cycles_date;cycles_transpiration;cycles_swc;cycles_irrigation;cycles_drainage;cycles_infiltration;cycles_snow_sub;cycles_runoff;cycles_soil_evap;cycles_plant_evap;cycles_res_evap,,,,,,,
cycles-0.9.4-alpha-advanced-pongo-multple-points_weather,https://w3id.org/wings/export/MINT#CyclesWeather,cycles_weather,"Cycles weather description file. The weather files typically have a suffix of .weather, but any suffix or file naming convention can be used so long as the name of the weather file listed in the control file exactly matches the name of the weather file to be used in the input directory. Weather files contain three lines at the beginning with the keyword tags LATITUDE, ALTITUDE, and SCREENING_HEIGHT, each followed by a tab-delimited value. Altitude and screening height values should be entered in meters. Screening height is the height of the weather station instruments above the land surface. Following these three lines is a row of tab-delimited column headers in the order YEAR, DOY, PP, TX, TN, SOLAR, RHX, RHN, WIND",1,0,cycles_weather_pongo_collection,weather,cycles_ws;cycles_pp;cycles_hn;cycles_tn;cycles_hx;cycles_tx;cycles_sr,,,,,,,
cycles-0.9.4-alpha-advanced-pongo-multple-points_weatherOutput,https://w3id.org/wings/export/MINT#CyclesWeatherOutput,cycles_weatherOutput,Cycles weather output file,7,0,,dat,cycles_date;cycles_reference_et;cycles_precipitation;cycles_max_tmp;cycles_min_tmp;cycles_avg_tmp,,,,,,,
cycles-0.9.4-alpha-advanced-pongo-weather_crop,https://w3id.org/wings/export/MINT#CyclesCropOutput,cycles_crop,Cycles crop output file,3,0,,dat,cycles_root_biomass;cycles_total_n;cycles_crop_v;cycles_root_n;cycles_date;cycles_potential_tr;cycles_cum._biomass;cycles_thermal_time;cycles_n_fixation;cycles_n_stress;cycles_frac_intercep;cycles_ag_n_concn;cycles_stage;cycles_n_added;cycles_water_stress;cycles_ag_biomass;cycles_ag_n,,,,,,,
cycles-0.9.4-alpha-advanced-pongo-weather_crops,https://w3id.org/wings/export/MINT#CyclesCrops,cycles_crops,The crop description file defines physiological and management parameters that control the growth and harvest of crops used in the simulation. Each crop used in the simulation must have an entry in the crop description file. Each crop entry begins with the keyword tag NAME.,3,0,cycles_crops_resource_pongo,crop,cycles_flowering_tt;cycles_standing_residue_at_harvest;cycles_minimum_harvest_index;cycles_name;cycles_lwp_stress_onset;cycles_crop_harvest_index;cycles_harvest_timing;cycles_clipping_biomass_threshold_lower;cycles_thermal_time_to_emergence;cycles_annual;cycles_min_temperature_for_cold_damage;cycles_threshold_temperature_for_transpiration;cycles_maximum_rooting_depth;cycles_maturity_tt;cycles_base_temperature_for_development;cycles_legume;cycles_transpiration_use_efficiency;cycles_kc;cycles_final_partitioning_to_shoot;cycles_c3;cycles_max_temperature_for_development;cycles_n_dilution_slope;cycles_residue_removed;cycles_initial_partitioning_to_shoot;cycles_threshold_temperature_for_cold_damage;cycles_maximum_harvest_index;cycles_optimum_temperature_for_development;cycles_min_temperature_for_transpiration;cycles_clipping_biomass_threshold_upper;cycles_radiation_use_efficiency;cycles_n_max_concentration;cycles_harvest_biomass_destiny;cycles_lwp_wilting_point;cycles_transpiration_max;cycles_maximum_soil_coverage,,,,,,,
cycles-0.9.4-alpha-advanced-pongo-weather_nitrogen,https://w3id.org/wings/export/MINT#CyclesNitrogen,cycles_nitrogen,"Nitrogen file. Results in this file are for the sum of all layers in the soil profile, including surface residues.",4,0,,dat,cycles_date;cycles_no3_denitrif;cycles_mineralization;cycles_nh4_leaching;cycles_no3_leaching;cycles_n2o_from_denit;cycles_org_soil_n;cycles_n2o_from_nitrif;cycles_net_mineraliz;cycles_nh4_nitrificat;cycles_nh4_volatiliz;cycles_immobilization;cycles_prof_soil_no3;cycles_prof_soil_nh4,,,,,,,
cycles-0.9.4-alpha-advanced-pongo-weather_outputs,https://w3id.org/wings/export/MINT#CyclesOutputs,cycles_outputs,Cycles season configuration file,9,0,,txt,,,,,,,,
cycles-0.9.4-alpha-advanced-pongo-weather_season,https://w3id.org/wings/export/MINT#CyclesSeason,cycles_season,The season.dat file provides information about each crop harvest.,5,0,,dat,cycles_grain_n;cycles_total_biomass;cycles_n_in_harvest;cycles_root_biomass;cycles_forage_n;cycles_total_n;cycles_forage_yield;cycles_n_in_residue;cycles_grain_yield;cycles_cum._n_stress;cycles_actual_tr;cycles_n_concn_forage;cycles_crop_v;cycles_root_n;cycles_ag_residue;cycles_soil_evapr;cycles_date;cycles_potential_tr;cycles_harvest_index,,,,,,,
cycles-0.9.4-alpha-advanced-pongo-weather_soil,https://w3id.org/wings/export/MINT#CyclesSoil,cycles_soil,"Cycles soil description file. Soil files typically have a suffix of .soil, but any naming convention can be used as long as it matches the soil file name listed in the control file. The soil file starts with three lines at the beginning with the keyword tags CURVE_NUMBER, SLOPE, and TOTAL_LAYERS, with each keyword followed by a tab-delimited value.",2,0,cycles_soil_resource_pongo,soil,cycles_som;cycles_slope;cycles_dz;cycles_rv;cycles_silt;cycles_bd;cycles_layer;cycles_clay;cycles_smc;cycles_cn,,,,,,,
cycles-0.9.4-alpha-advanced-pongo-weather_soilProfile,https://w3id.org/wings/export/MINT#CyclesAnnualSoilProfile,cycles_soilProfile,"Results in this file are for the sum of all layers in the soil profile, including surface residues",1,0,,dat,cycles_c_diff;cycles_root_biomass_in;cycles_init_c_mass;cycles_final_c;cycles_humified_c2;cycles_res_biomass_in;cycles_year;cycles_res_c_decomp;cycles_root_c_decomp;cycles_respired_c,,,,,,,
cycles-0.9.4-alpha-advanced-pongo-weather_somF,https://w3id.org/wings/export/MINT#CyclesAnnualSOM,cycles_som,Cycles annual SOM file. This file provides annualized measurements of the carbon concentration and saturation ratio by soil layer. One column will be created for each layer in the soil profile for the variables where the column heading indicates LAYER 1..x,2,0,,dat,cycles_year;cycles_soil_c;cycles_bulk_density;cycles_c_sat._ratio;cycles_thickness,,,,,,,
cycles-0.9.4-alpha-advanced-pongo-weather_summary,https://w3id.org/wings/export/MINT#CyclesSummary,cycles_summary,The summary file provides a summarized output of total C inputs over the duration of the simulation and average annual rates for N cycling processes.,6,0,,dat,cycles_avg_net_n_min;cycles_avg_gross_n_min;cycles_retained_res;cycles_res_c_input;cycles_final_prof_c;cycles_soil_c_chg/yr;cycles_init_prof_c;cycles_avg_no3_leach;cycles_avg_no3_denit;cycles_root_c_input;cycles_avg_nh3_volatil;cycles_avg_nh4_leach;cycles_avg_n2o_fr_deni;cycles_avg_n_immob;cycles_avg_n2o_fr_nit;cycles_prof_c_diff;cycles_produced_root;cycles_humified_c;cycles_avg_nh4_nitrif;cycles_avg_tot_n2o_emi;cycles_resp_res_c;cycles_resp_soil_c,,,,,,,
cycles-0.9.4-alpha-advanced-pongo-weather_water,https://w3id.org/wings/export/MINT#CyclesWaterOutput,cycles_water,Cycles water file,8,0,,dat,cycles_date;cycles_transpiration;cycles_swc;cycles_irrigation;cycles_drainage;cycles_infiltration;cycles_snow_sub;cycles_runoff;cycles_soil_evap;cycles_plant_evap;cycles_res_evap,,,,,,,
cycles-0.9.4-alpha-advanced-pongo-weather_weather,https://w3id.org/wings/export/MINT#CyclesWeather,cycles_weather,"Cycles weather description file. The weather files typically have a suffix of .weather, but any suffix or file naming convention can be used so long as the name of the weather file listed in the control file exactly matches the name of the weather file to be used in the input directory. Weather files contain three lines at the beginning with the keyword tags LATITUDE, ALTITUDE, and SCREENING_HEIGHT, each followed by a tab-delimited value. Altitude and screening height values should be entered in meters. Screening height is the height of the weather station instruments above the land surface. Following these three lines is a row of tab-delimited column headers in the order YEAR, DOY, PP, TX, TN, SOLAR, RHX, RHN, WIND",1,0,,weather,cycles_ws;cycles_pp;cycles_hn;cycles_tn;cycles_hx;cycles_tx;cycles_sr,,,,,,,
cycles-0.9.4-alpha-advanced-pongo-weather_weatherOutput,https://w3id.org/wings/export/MINT#CyclesWeatherOutput,cycles_weatherOutput,Cycles weather output file,7,0,,dat,cycles_date;cycles_reference_et;cycles_precipitation;cycles_max_tmp;cycles_min_tmp;cycles_avg_tmp,,,,,,,
cycles-0.9.4-alpha-advanced-pongo_crop,https://w3id.org/wings/export/MINT#CyclesCropOutput,cycles_crop,Cycles crop output file,3,0,,dat,cycles_root_biomass;cycles_total_n;cycles_crop_v;cycles_root_n;cycles_date;cycles_potential_tr;cycles_cum._biomass;cycles_thermal_time;cycles_n_fixation;cycles_n_stress;cycles_frac_intercep;cycles_ag_n_concn;cycles_stage;cycles_n_added;cycles_water_stress;cycles_ag_biomass;cycles_ag_n,,,,,,,
cycles-0.9.4-alpha-advanced-pongo_crops,https://w3id.org/wings/export/MINT#CyclesCrops,cycles_crops,The crop description file defines physiological and management parameters that control the growth and harvest of crops used in the simulation. Each crop used in the simulation must have an entry in the crop description file. Each crop entry begins with the keyword tag NAME.,3,0,cycles_crops_resource_pongo,crop,cycles_flowering_tt;cycles_standing_residue_at_harvest;cycles_minimum_harvest_index;cycles_name;cycles_lwp_stress_onset;cycles_crop_harvest_index;cycles_harvest_timing;cycles_clipping_biomass_threshold_lower;cycles_thermal_time_to_emergence;cycles_annual;cycles_min_temperature_for_cold_damage;cycles_threshold_temperature_for_transpiration;cycles_maximum_rooting_depth;cycles_maturity_tt;cycles_base_temperature_for_development;cycles_legume;cycles_transpiration_use_efficiency;cycles_kc;cycles_final_partitioning_to_shoot;cycles_c3;cycles_max_temperature_for_development;cycles_n_dilution_slope;cycles_residue_removed;cycles_initial_partitioning_to_shoot;cycles_threshold_temperature_for_cold_damage;cycles_maximum_harvest_index;cycles_optimum_temperature_for_development;cycles_min_temperature_for_transpiration;cycles_clipping_biomass_threshold_upper;cycles_radiation_use_efficiency;cycles_n_max_concentration;cycles_harvest_biomass_destiny;cycles_lwp_wilting_point;cycles_transpiration_max;cycles_maximum_soil_coverage,,,,,,,
cycles-0.9.4-alpha-advanced-pongo_nitrogen,https://w3id.org/wings/export/MINT#CyclesNitrogen,cycles_nitrogen,"Nitrogen file. Results in this file are for the sum of all layers in the soil profile, including surface residues.",4,0,,dat,cycles_date;cycles_no3_denitrif;cycles_mineralization;cycles_nh4_leaching;cycles_no3_leaching;cycles_n2o_from_denit;cycles_org_soil_n;cycles_n2o_from_nitrif;cycles_net_mineraliz;cycles_nh4_nitrificat;cycles_nh4_volatiliz;cycles_immobilization;cycles_prof_soil_no3;cycles_prof_soil_nh4,,,,,,,
cycles-0.9.4-alpha-advanced-pongo_outputs,https://w3id.org/wings/export/MINT#CyclesOutputs,cycles_outputs,Cycles season configuration file,9,0,,txt,,,,,,,,
cycles-0.9.4-alpha-advanced-pongo_season,https://w3id.org/wings/export/MINT#CyclesSeason,cycles_season,The season.dat file provides information about each crop harvest.,5,0,,dat,cycles_grain_n;cycles_total_biomass;cycles_n_in_harvest;cycles_root_biomass;cycles_forage_n;cycles_total_n;cycles_forage_yield;cycles_n_in_residue;cycles_grain_yield;cycles_cum._n_stress;cycles_actual_tr;cycles_n_concn_forage;cycles_crop_v;cycles_root_n;cycles_ag_residue;cycles_soil_evapr;cycles_date;cycles_potential_tr;cycles_harvest_index,,,,,,,
cycles-0.9.4-alpha-advanced-pongo_soil,https://w3id.org/wings/export/MINT#CyclesSoil,cycles_soil,"Cycles soil description file. Soil files typically have a suffix of .soil, but any naming convention can be used as long as it matches the soil file name listed in the control file. The soil file starts with three lines at the beginning with the keyword tags CURVE_NUMBER, SLOPE, and TOTAL_LAYERS, with each keyword followed by a tab-delimited value.",2,0,cycles_soil_resource_pongo,soil,cycles_som;cycles_slope;cycles_dz;cycles_rv;cycles_silt;cycles_bd;cycles_layer;cycles_clay;cycles_smc;cycles_cn,,,,,,,
cycles-0.9.4-alpha-advanced-pongo_soilProfile,https://w3id.org/wings/export/MINT#CyclesAnnualSoilProfile,cycles_soilProfile,"Results in this file are for the sum of all layers in the soil profile, including surface residues",1,0,,dat,cycles_c_diff;cycles_root_biomass_in;cycles_init_c_mass;cycles_final_c;cycles_humified_c2;cycles_res_biomass_in;cycles_year;cycles_res_c_decomp;cycles_root_c_decomp;cycles_respired_c,,,,,,,
cycles-0.9.4-alpha-advanced-pongo_somF,https://w3id.org/wings/export/MINT#CyclesAnnualSOM,cycles_som,Cycles annual SOM file. This file provides annualized measurements of the carbon concentration and saturation ratio by soil layer. One column will be created for each layer in the soil profile for the variables where the column heading indicates LAYER 1..x,2,0,,dat,cycles_year;cycles_soil_c;cycles_bulk_density;cycles_c_sat._ratio;cycles_thickness,,,,,,,
cycles-0.9.4-alpha-advanced-pongo_summary,https://w3id.org/wings/export/MINT#CyclesSummary,cycles_summary,The summary file provides a summarized output of total C inputs over the duration of the simulation and average annual rates for N cycling processes.,6,0,,dat,cycles_avg_net_n_min;cycles_avg_gross_n_min;cycles_retained_res;cycles_res_c_input;cycles_final_prof_c;cycles_soil_c_chg/yr;cycles_init_prof_c;cycles_avg_no3_leach;cycles_avg_no3_denit;cycles_root_c_input;cycles_avg_nh3_volatil;cycles_avg_nh4_leach;cycles_avg_n2o_fr_deni;cycles_avg_n_immob;cycles_avg_n2o_fr_nit;cycles_prof_c_diff;cycles_produced_root;cycles_humified_c;cycles_avg_nh4_nitrif;cycles_avg_tot_n2o_emi;cycles_resp_res_c;cycles_resp_soil_c,,,,,,,
cycles-0.9.4-alpha-advanced-pongo_water,https://w3id.org/wings/export/MINT#CyclesWaterOutput,cycles_water,Cycles water file,8,0,,dat,cycles_date;cycles_transpiration;cycles_swc;cycles_irrigation;cycles_drainage;cycles_infiltration;cycles_snow_sub;cycles_runoff;cycles_soil_evap;cycles_plant_evap;cycles_res_evap,,,,,,,
cycles-0.9.4-alpha-advanced-pongo_weather,https://w3id.org/wings/export/MINT#CyclesWeather,cycles_weather,"Cycles weather description file. The weather files typically have a suffix of .weather, but any suffix or file naming convention can be used so long as the name of the weather file listed in the control file exactly matches the name of the weather file to be used in the input directory. Weather files contain three lines at the beginning with the keyword tags LATITUDE, ALTITUDE, and SCREENING_HEIGHT, each followed by a tab-delimited value. Altitude and screening height values should be entered in meters. Screening height is the height of the weather station instruments above the land surface. Following these three lines is a row of tab-delimited column headers in the order YEAR, DOY, PP, TX, TN, SOLAR, RHX, RHN, WIND",1,0,cycles_weather_resource_pongo,weather,cycles_ws;cycles_pp;cycles_hn;cycles_tn;cycles_hx;cycles_tx;cycles_sr,,,,,,,
cycles-0.9.4-alpha-advanced-pongo_weatherOutput,https://w3id.org/wings/export/MINT#CyclesWeatherOutput,cycles_weatherOutput,Cycles weather output file,7,0,,dat,cycles_date;cycles_reference_et;cycles_precipitation;cycles_max_tmp;cycles_min_tmp;cycles_avg_tmp,,,,,,,
cycles-0.9.4-alpha-advanced-texas-weather_crop,https://w3id.org/wings/export/MINT#CyclesCropOutput,cycles_crop,Cycles crop output file,3,0,,dat,cycles_root_biomass;cycles_total_n;cycles_crop_v;cycles_root_n;cycles_date;cycles_potential_tr;cycles_cum._biomass;cycles_thermal_time;cycles_n_fixation;cycles_n_stress;cycles_frac_intercep;cycles_ag_n_concn;cycles_stage;cycles_n_added;cycles_water_stress;cycles_ag_biomass;cycles_ag_n,,,,,,,
cycles-0.9.4-alpha-advanced-texas-weather_crops,https://w3id.org/wings/export/MINT#CyclesCrops,cycles_crops,The crop description file defines physiological and management parameters that control the growth and harvest of crops used in the simulation. Each crop used in the simulation must have an entry in the crop description file. Each crop entry begins with the keyword tag NAME.,3,0,cycles_crops_resource_texas,crop,cycles_flowering_tt;cycles_standing_residue_at_harvest;cycles_minimum_harvest_index;cycles_name;cycles_lwp_stress_onset;cycles_crop_harvest_index;cycles_harvest_timing;cycles_clipping_biomass_threshold_lower;cycles_thermal_time_to_emergence;cycles_annual;cycles_min_temperature_for_cold_damage;cycles_threshold_temperature_for_transpiration;cycles_maximum_rooting_depth;cycles_maturity_tt;cycles_base_temperature_for_development;cycles_legume;cycles_transpiration_use_efficiency;cycles_kc;cycles_final_partitioning_to_shoot;cycles_c3;cycles_max_temperature_for_development;cycles_n_dilution_slope;cycles_residue_removed;cycles_initial_partitioning_to_shoot;cycles_threshold_temperature_for_cold_damage;cycles_maximum_harvest_index;cycles_optimum_temperature_for_development;cycles_min_temperature_for_transpiration;cycles_clipping_biomass_threshold_upper;cycles_radiation_use_efficiency;cycles_n_max_concentration;cycles_harvest_biomass_destiny;cycles_lwp_wilting_point;cycles_transpiration_max;cycles_maximum_soil_coverage,,,,,,,
cycles-0.9.4-alpha-advanced-texas-weather_nitrogen,https://w3id.org/wings/export/MINT#CyclesNitrogen,cycles_nitrogen,"Nitrogen file. Results in this file are for the sum of all layers in the soil profile, including surface residues.",4,0,,dat,cycles_date;cycles_no3_denitrif;cycles_mineralization;cycles_nh4_leaching;cycles_no3_leaching;cycles_n2o_from_denit;cycles_org_soil_n;cycles_n2o_from_nitrif;cycles_net_mineraliz;cycles_nh4_nitrificat;cycles_nh4_volatiliz;cycles_immobilization;cycles_prof_soil_no3;cycles_prof_soil_nh4,,,,,,,
cycles-0.9.4-alpha-advanced-texas-weather_outputs,https://w3id.org/wings/export/MINT#CyclesOutputs,cycles_outputs,Cycles season configuration file,9,0,,txt,,,,,,,,
cycles-0.9.4-alpha-advanced-texas-weather_season,https://w3id.org/wings/export/MINT#CyclesSeason,cycles_season,The season.dat file provides information about each crop harvest.,5,0,,dat,cycles_grain_n;cycles_total_biomass;cycles_n_in_harvest;cycles_root_biomass;cycles_forage_n;cycles_total_n;cycles_forage_yield;cycles_n_in_residue;cycles_grain_yield;cycles_cum._n_stress;cycles_actual_tr;cycles_n_concn_forage;cycles_crop_v;cycles_root_n;cycles_ag_residue;cycles_soil_evapr;cycles_date;cycles_potential_tr;cycles_harvest_index,,,,,,,
cycles-0.9.4-alpha-advanced-texas-weather_soil,https://w3id.org/wings/export/MINT#CyclesSoil,cycles_soil,"Cycles soil description file. Soil files typically have a suffix of .soil, but any naming convention can be used as long as it matches the soil file name listed in the control file. The soil file starts with three lines at the beginning with the keyword tags CURVE_NUMBER, SLOPE, and TOTAL_LAYERS, with each keyword followed by a tab-delimited value.",2,0,cycles_soil_resource_texas,soil,cycles_som;cycles_slope;cycles_dz;cycles_rv;cycles_silt;cycles_bd;cycles_layer;cycles_clay;cycles_smc;cycles_cn,,,,,,,
cycles-0.9.4-alpha-advanced-texas-weather_soilProfile,https://w3id.org/wings/export/MINT#CyclesAnnualSoilProfile,cycles_soilProfile,"Results in this file are for the sum of all layers in the soil profile, including surface residues",1,0,,dat,cycles_c_diff;cycles_root_biomass_in;cycles_init_c_mass;cycles_final_c;cycles_humified_c2;cycles_res_biomass_in;cycles_year;cycles_res_c_decomp;cycles_root_c_decomp;cycles_respired_c,,,,,,,
cycles-0.9.4-alpha-advanced-texas-weather_somF,https://w3id.org/wings/export/MINT#CyclesAnnualSOM,cycles_som,Cycles annual SOM file. This file provides annualized measurements of the carbon concentration and saturation ratio by soil layer. One column will be created for each layer in the soil profile for the variables where the column heading indicates LAYER 1..x,2,0,,dat,cycles_year;cycles_soil_c;cycles_bulk_density;cycles_c_sat._ratio;cycles_thickness,,,,,,,
cycles-0.9.4-alpha-advanced-texas-weather_summary,https://w3id.org/wings/export/MINT#CyclesSummary,cycles_summary,The summary file provides a summarized output of total C inputs over the duration of the simulation and average annual rates for N cycling processes.,6,0,,dat,cycles_avg_net_n_min;cycles_avg_gross_n_min;cycles_retained_res;cycles_res_c_input;cycles_final_prof_c;cycles_soil_c_chg/yr;cycles_init_prof_c;cycles_avg_no3_leach;cycles_avg_no3_denit;cycles_root_c_input;cycles_avg_nh3_volatil;cycles_avg_nh4_leach;cycles_avg_n2o_fr_deni;cycles_avg_n_immob;cycles_avg_n2o_fr_nit;cycles_prof_c_diff;cycles_produced_root;cycles_humified_c;cycles_avg_nh4_nitrif;cycles_avg_tot_n2o_emi;cycles_resp_res_c;cycles_resp_soil_c,,,,,,,
cycles-0.9.4-alpha-advanced-texas-weather_water,https://w3id.org/wings/export/MINT#CyclesWaterOutput,cycles_water,Cycles water file,8,0,,dat,cycles_date;cycles_transpiration;cycles_swc;cycles_irrigation;cycles_drainage;cycles_infiltration;cycles_snow_sub;cycles_runoff;cycles_soil_evap;cycles_plant_evap;cycles_res_evap,,,,,,,
cycles-0.9.4-alpha-advanced-texas-weather_weather,https://w3id.org/wings/export/MINT#CyclesWeather,cycles_weather,"Cycles weather description file. The weather files typically have a suffix of .weather, but any suffix or file naming convention can be used so long as the name of the weather file listed in the control file exactly matches the name of the weather file to be used in the input directory. Weather files contain three lines at the beginning with the keyword tags LATITUDE, ALTITUDE, and SCREENING_HEIGHT, each followed by a tab-delimited value. Altitude and screening height values should be entered in meters. Screening height is the height of the weather station instruments above the land surface. Following these three lines is a row of tab-delimited column headers in the order YEAR, DOY, PP, TX, TN, SOLAR, RHX, RHN, WIND",1,0,,weather,cycles_ws;cycles_pp;cycles_hn;cycles_tn;cycles_hx;cycles_tx;cycles_sr,,,,,,,
cycles-0.9.4-alpha-advanced-texas-weather_weatherOutput,https://w3id.org/wings/export/MINT#CyclesWeatherOutput,cycles_weatherOutput,Cycles weather output file,7,0,,dat,cycles_date;cycles_reference_et;cycles_precipitation;cycles_max_tmp;cycles_min_tmp;cycles_avg_tmp,,,,,,,
cycles-0.9.4-alpha-advanced-texas_crop,https://w3id.org/wings/export/MINT#CyclesCropOutput,cycles_crop,Cycles crop output file,3,0,,dat,cycles_root_biomass;cycles_total_n;cycles_crop_v;cycles_root_n;cycles_date;cycles_potential_tr;cycles_cum._biomass;cycles_thermal_time;cycles_n_fixation;cycles_n_stress;cycles_frac_intercep;cycles_ag_n_concn;cycles_stage;cycles_n_added;cycles_water_stress;cycles_ag_biomass;cycles_ag_n,,,,,,,
cycles-0.9.4-alpha-advanced-texas_crops,https://w3id.org/wings/export/MINT#CyclesCrops,cycles_crops,The crop description file defines physiological and management parameters that control the growth and harvest of crops used in the simulation. Each crop used in the simulation must have an entry in the crop description file. Each crop entry begins with the keyword tag NAME.,3,0,cycles_crops_resource_texas,crop,cycles_flowering_tt;cycles_standing_residue_at_harvest;cycles_minimum_harvest_index;cycles_name;cycles_lwp_stress_onset;cycles_crop_harvest_index;cycles_harvest_timing;cycles_clipping_biomass_threshold_lower;cycles_thermal_time_to_emergence;cycles_annual;cycles_min_temperature_for_cold_damage;cycles_threshold_temperature_for_transpiration;cycles_maximum_rooting_depth;cycles_maturity_tt;cycles_base_temperature_for_development;cycles_legume;cycles_transpiration_use_efficiency;cycles_kc;cycles_final_partitioning_to_shoot;cycles_c3;cycles_max_temperature_for_development;cycles_n_dilution_slope;cycles_residue_removed;cycles_initial_partitioning_to_shoot;cycles_threshold_temperature_for_cold_damage;cycles_maximum_harvest_index;cycles_optimum_temperature_for_development;cycles_min_temperature_for_transpiration;cycles_clipping_biomass_threshold_upper;cycles_radiation_use_efficiency;cycles_n_max_concentration;cycles_harvest_biomass_destiny;cycles_lwp_wilting_point;cycles_transpiration_max;cycles_maximum_soil_coverage,,,,,,,
cycles-0.9.4-alpha-advanced-texas_nitrogen,https://w3id.org/wings/export/MINT#CyclesNitrogen,cycles_nitrogen,"Nitrogen file. Results in this file are for the sum of all layers in the soil profile, including surface residues.",4,0,,dat,cycles_date;cycles_no3_denitrif;cycles_mineralization;cycles_nh4_leaching;cycles_no3_leaching;cycles_n2o_from_denit;cycles_org_soil_n;cycles_n2o_from_nitrif;cycles_net_mineraliz;cycles_nh4_nitrificat;cycles_nh4_volatiliz;cycles_immobilization;cycles_prof_soil_no3;cycles_prof_soil_nh4,,,,,,,
cycles-0.9.4-alpha-advanced-texas_outputs,https://w3id.org/wings/export/MINT#CyclesOutputs,cycles_outputs,Cycles season configuration file,9,0,,txt,,,,,,,,
cycles-0.9.4-alpha-advanced-texas_season,https://w3id.org/wings/export/MINT#CyclesSeason,cycles_season,The season.dat file provides information about each crop harvest.,5,0,,dat,cycles_grain_n;cycles_total_biomass;cycles_n_in_harvest;cycles_root_biomass;cycles_forage_n;cycles_total_n;cycles_forage_yield;cycles_n_in_residue;cycles_grain_yield;cycles_cum._n_stress;cycles_actual_tr;cycles_n_concn_forage;cycles_crop_v;cycles_root_n;cycles_ag_residue;cycles_soil_evapr;cycles_date;cycles_potential_tr;cycles_harvest_index,,,,,,,
cycles-0.9.4-alpha-advanced-texas_soil,https://w3id.org/wings/export/MINT#CyclesSoil,cycles_soil,"Cycles soil description file. Soil files typically have a suffix of .soil, but any naming convention can be used as long as it matches the soil file name listed in the control file. The soil file starts with three lines at the beginning with the keyword tags CURVE_NUMBER, SLOPE, and TOTAL_LAYERS, with each keyword followed by a tab-delimited value.",2,0,cycles_soil_resource_texas,soil,cycles_som;cycles_slope;cycles_dz;cycles_rv;cycles_silt;cycles_bd;cycles_layer;cycles_clay;cycles_smc;cycles_cn,,,,,,,
cycles-0.9.4-alpha-advanced-texas_soilProfile,https://w3id.org/wings/export/MINT#CyclesAnnualSoilProfile,cycles_soilProfile,"Results in this file are for the sum of all layers in the soil profile, including surface residues",1,0,,dat,cycles_c_diff;cycles_root_biomass_in;cycles_init_c_mass;cycles_final_c;cycles_humified_c2;cycles_res_biomass_in;cycles_year;cycles_res_c_decomp;cycles_root_c_decomp;cycles_respired_c,,,,,,,
cycles-0.9.4-alpha-advanced-texas_somF,https://w3id.org/wings/export/MINT#CyclesAnnualSOM,cycles_som,Cycles annual SOM file. This file provides annualized measurements of the carbon concentration and saturation ratio by soil layer. One column will be created for each layer in the soil profile for the variables where the column heading indicates LAYER 1..x,2,0,,dat,cycles_year;cycles_soil_c;cycles_bulk_density;cycles_c_sat._ratio;cycles_thickness,,,,,,,
cycles-0.9.4-alpha-advanced-texas_summary,https://w3id.org/wings/export/MINT#CyclesSummary,cycles_summary,The summary file provides a summarized output of total C inputs over the duration of the simulation and average annual rates for N cycling processes.,6,0,,dat,cycles_avg_net_n_min;cycles_avg_gross_n_min;cycles_retained_res;cycles_res_c_input;cycles_final_prof_c;cycles_soil_c_chg/yr;cycles_init_prof_c;cycles_avg_no3_leach;cycles_avg_no3_denit;cycles_root_c_input;cycles_avg_nh3_volatil;cycles_avg_nh4_leach;cycles_avg_n2o_fr_deni;cycles_avg_n_immob;cycles_avg_n2o_fr_nit;cycles_prof_c_diff;cycles_produced_root;cycles_humified_c;cycles_avg_nh4_nitrif;cycles_avg_tot_n2o_emi;cycles_resp_res_c;cycles_resp_soil_c,,,,,,,
cycles-0.9.4-alpha-advanced-texas_water,https://w3id.org/wings/export/MINT#CyclesWaterOutput,cycles_water,Cycles water file,8,0,,dat,cycles_date;cycles_transpiration;cycles_swc;cycles_irrigation;cycles_drainage;cycles_infiltration;cycles_snow_sub;cycles_runoff;cycles_soil_evap;cycles_plant_evap;cycles_res_evap,,,,,,,
