https://w3id.org/okn/o/sdm#ModelConfigurationSetup,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#label,https://w3id.org/okn/o/sd#description,https://w3id.org/okn/o/sd#status,https://w3id.org/okn/o/sd#adjustableParameter,https://w3id.org/okn/o/sd#author,https://w3id.org/okn/o/sd#hasComponentLocation,https://w3id.org/okn/o/sd#hasBuildFile,https://w3id.org/okn/o/sd#hasImplementationScriptLocation,https://w3id.org/okn/o/sd#hasInput,https://w3id.org/okn/o/sd#hasOutput,https://w3id.org/okn/o/sd#hasParameter,https://w3id.org/okn/o/sd#hasSoftwareImage,https://w3id.org/okn/o/sd#hasSourceCode,https://w3id.org/okn/o/sd#hasUsageNotes,https://w3id.org/okn/o/sd#keywords,https://w3id.org/okn/o/sd#usefulForCalculatingIndex,https://w3id.org/okn/o/sdm#hasCausalDiagram,https://w3id.org/okn/o/sdm#hasGrid,https://w3id.org/okn/o/sdm#hasModelCategory,https://w3id.org/okn/o/sdm#hasOutputTimeInterval,https://w3id.org/okn/o/sdm#hasProcess,https://w3id.org/okn/o/sdm#hasRegion,https://w3id.org/okn/o/sdm#parameterAssignmentMethod,https://w3id.org/okn/o/sd#contributor,https://w3id.org/okn/o/sd#hasAssumption,https://w3id.org/okn/o/sdm#calibrationTargetVariable,https://w3id.org/okn/o/sd#shortDescription,https://w3id.org/okn/o/sd#website
cycles-0.9.4-alpha-advanced-texas,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,Cycles model setup (v0.9.4) for a single point (weather file) in Texas with adjustable parameters,Cycles model (v0.9.4) set up for the Texas region. Parameters are adjustable but files are not,non-editable,cycles-0.9.4-alpha-advanced-texas_fertilizer_rate;cycles-0.9.4-alpha-advanced-texas_crop_name;cycles-0.9.4-alpha-advanced-texas_weed_fraction;cycles-0.9.4-alpha-advanced-texas_start_planting_day;cycles-0.9.4-alpha-advanced-texas_start_year;cycles-0.9.4-alpha-advanced-texas_end_year;cycles-0.9.4-alpha-advanced-texas_end_planting_day,silva_rafael,https://github.com/mintproject/MINT-WorkflowDomain/blob/master/WINGSWorkflowComponents/cycles-0.9.4-alpha/cycles-0.9.4-alpha.zip?raw=true,,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/cycles-0.9.4-alpha/src/run,cycles-0.9.4-alpha-advanced-texas_crops;cycles-0.9.4-alpha-advanced-texas_weather;cycles-0.9.4-alpha-advanced-texas_soil,cycles-0.9.4-alpha-advanced-texas_crop;cycles-0.9.4-alpha-advanced-texas_outputs;cycles-0.9.4-alpha-advanced-texas_soilProfile;cycles-0.9.4-alpha-advanced-texas_summary;cycles-0.9.4-alpha-advanced-texas_somF;cycles-0.9.4-alpha-advanced-texas_weatherOutput;cycles-0.9.4-alpha-advanced-texas_water;cycles-0.9.4-alpha-advanced-texas_nitrogen;cycles-0.9.4-alpha-advanced-texas_season,cycles-0.9.4-alpha-advanced-texas_fertilizer_rate;cycles-0.9.4-alpha-advanced-texas_crop_name;cycles-0.9.4-alpha-advanced-texas_weed_fraction;cycles-0.9.4-alpha-advanced-texas_start_planting_day;cycles-0.9.4-alpha-advanced-texas_start_year;cycles-0.9.4-alpha-advanced-texas_end_year;cycles-0.9.4-alpha-advanced-texas_end_planting_day;cycles-0.9.4-alpha-advanced-texas_use_forcing,mintproject/cycles:0.9.4-alpha,source_cycles-0.9.4-alpha,"The crop file is location dependant. The weather file must be compatible with the year selected for simulation. Otherwise the model will not work. For example, if the weather file is for 2018, the model will output an error when attempting to simulate 2000..2017",agriculture; cycles; crop growth; weather;soil;crop management,crop_seasonal_production_index,cycles_cfg_complex_CAG;cycles_cfg_simple_CAG,cycles_grid,Agriculture,cycles_cfg_simple_TI,cycles_biomassgrowth_process;cycles_transpiration_process;cycles_Nmineralizationandimmobalization_process;cycles_humification_process;cycles_Ntransport_process;cycles_respiration_process;cycles_Nuptake_process;cycles_solarradiation_process;cycles_precipitation_process;cycles_management_process,Texas,Expert-configured,,,,,
cycles-0.9.4-alpha-advanced-texas-weather,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,"Cycles model setup (v0.9.4) for a single point in Texas, with fixed planting dates and adjustable weather file (single point)",Cycles model (v0.9.4) set up for the Texas region. Planting dates can be selected as parameter values and the weather file can be chosen as an input,non-editable,cycles-0.9.4-alpha-advanced-texas-weather_start_year;cycles-0.9.4-alpha-advanced-texas-weather_weed_fraction;cycles-0.9.4-alpha-advanced-texas-weather_end_planting_day;cycles-0.9.4-alpha-advanced-texas-weather_end_year;cycles-0.9.4-alpha-advanced-texas-weather_crop_name;cycles-0.9.4-alpha-advanced-texas-weather_start_planting_day;cycles-0.9.4-alpha-advanced-texas-weather_fertilizer_rate,silva_rafael,https://github.com/mintproject/MINT-WorkflowDomain/blob/master/WINGSWorkflowComponents/cycles-0.9.4-alpha/cycles-0.9.4-alpha.zip?raw=true,,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/cycles-0.9.4-alpha/src/run,cycles-0.9.4-alpha-advanced-texas-weather_weather;cycles-0.9.4-alpha-advanced-texas-weather_soil;cycles-0.9.4-alpha-advanced-texas-weather_crops,cycles-0.9.4-alpha-advanced-texas-weather_crop;cycles-0.9.4-alpha-advanced-texas-weather_outputs;cycles-0.9.4-alpha-advanced-texas-weather_soilProfile;cycles-0.9.4-alpha-advanced-texas-weather_nitrogen;cycles-0.9.4-alpha-advanced-texas-weather_summary;cycles-0.9.4-alpha-advanced-texas-weather_season;cycles-0.9.4-alpha-advanced-texas-weather_somF;cycles-0.9.4-alpha-advanced-texas-weather_weatherOutput;cycles-0.9.4-alpha-advanced-texas-weather_water,cycles-0.9.4-alpha-advanced-texas-weather_start_year;cycles-0.9.4-alpha-advanced-texas-weather_weed_fraction;cycles-0.9.4-alpha-advanced-texas-weather_end_planting_day;cycles-0.9.4-alpha-advanced-texas-weather_end_year;cycles-0.9.4-alpha-advanced-texas-weather_crop_name;cycles-0.9.4-alpha-advanced-texas-weather_start_planting_day;cycles-0.9.4-alpha-advanced-texas-weather_use_forcing_fixed;cycles-0.9.4-alpha-advanced-texas-weather_fertilizer_rate,mintproject/cycles:0.9.4-alpha,source_cycles-0.9.4-alpha,"The crop file is location dependant. The weather file must be compatible with the year selected for simulation. Otherwise the model will not work. For example, if the weather file is for 2018, the model will output an error when attempting to simulate 2000..2017",agriculture; cycles; crop growth; weather;soil;crop management,crop_seasonal_production_index,cycles_cfg_complex_CAG;cycles_cfg_simple_CAG,cycles_grid,Agriculture,cycles_cfg_simple_TI,cycles_biomassgrowth_process;cycles_transpiration_process;cycles_Nmineralizationandimmobalization_process;cycles_humification_process;cycles_Ntransport_process;cycles_respiration_process;cycles_Nuptake_process;cycles_solarradiation_process;cycles_precipitation_process;cycles_management_process,Texas,Expert-configured,,,,,
cycles-0.9.4-alpha-simple-pongo,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,Cycles model setup (v0.9.4) for the Pongo region-no file selection,Cycles model (v0.9.4) for the Pongo region-no file or parameter selection,non-editable,,silva_rafael,https://github.com/mintproject/MINT-WorkflowDomain/blob/master/WINGSWorkflowComponents/cycles-0.9.4-alpha/cycles-0.9.4-alpha.zip?raw=true,,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/cycles-0.9.4-alpha/src/run,cycles-0.9.4-alpha-simple-pongo_weather;cycles-0.9.4-alpha-simple-pongo_soil;cycles-0.9.4-alpha-simple-pongo_crops,cycles-0.9.4-alpha-simple-pongo_outputs;cycles-0.9.4-alpha-simple-pongo_season;cycles-0.9.4-alpha-simple-pongo_water;cycles-0.9.4-alpha-simple-pongo_nitrogen;cycles-0.9.4-alpha-simple-pongo_soilProfile;cycles-0.9.4-alpha-simple-pongo_weatherOutput;cycles-0.9.4-alpha-simple-pongo_crop;cycles-0.9.4-alpha-simple-pongo_summary;cycles-0.9.4-alpha-simple-pongo_somF,cycles-0.9.4-alpha-simple-pongo_start_planting_day;cycles-0.9.4-alpha-simple-pongo_crop_name;cycles-0.9.4-alpha-simple-pongo_weed_fraction;cycles-0.9.4-alpha-simple-pongo_start_year;cycles-0.9.4-alpha-simple-pongo_fertilizer_rate;cycles-0.9.4-alpha-simple-pongo_end_year;cycles-0.9.4-alpha-simple-pongo_use_forcing;cycles-0.9.4-alpha-simple-pongo_end_planting_day,mintproject/cycles:0.9.4-alpha,source_cycles-0.9.4-alpha,"The weather file must be compatible with the year selected for simulation. Otherwise the model will not work. For example, if the weather file is for 2018, the model will output an error when attempting to simulate 2000..2017",agriculture; cycles; crop growth; weather;soil;crop management,crop_seasonal_production_index,cycles_cfg_complex_CAG;cycles_cfg_simple_CAG,cycles_grid,Agriculture,cycles_cfg_simple_TI,cycles_biomassgrowth_process;cycles_transpiration_process;cycles_Nmineralizationandimmobalization_process;cycles_humification_process;cycles_Ntransport_process;cycles_respiration_process;cycles_Nuptake_process;cycles_solarradiation_process;cycles_precipitation_process;cycles_management_process,Pongo_Basin_SS,Expert-configured,,,,,
cycles-0.9.4-alpha-simple-texas,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,Cycles model setup (v0.9.4) for a single point (weather file) in Texas,Cycles model (v0.9.4) set up for the Texas region. Parameters and files are already preconfigured,non-editable,,silva_rafael,https://github.com/mintproject/MINT-WorkflowDomain/blob/master/WINGSWorkflowComponents/cycles-0.9.4-alpha/cycles-0.9.4-alpha.zip?raw=true,,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/cycles-0.9.4-alpha/src/run,cycles-0.9.4-alpha-simple-texas_crops;cycles-0.9.4-alpha-simple-texas_soil;cycles-0.9.4-alpha-simple-texas_weather,cycles-0.9.4-alpha-simple-texas_crop;cycles-0.9.4-alpha-simple-texas_season;cycles-0.9.4-alpha-simple-texas_weatherOutput;cycles-0.9.4-alpha-simple-texas_water;cycles-0.9.4-alpha-simple-texas_soilProfile;cycles-0.9.4-alpha-simple-texas_nitrogen;cycles-0.9.4-alpha-simple-texas_outputs;cycles-0.9.4-alpha-simple-texas_somF;cycles-0.9.4-alpha-simple-texas_summary,cycles-0.9.4-alpha-simple-texas_use_forcing;cycles-0.9.4-alpha-simple-texas_crop_name;cycles-0.9.4-alpha-simple-texas_start_planting_day;cycles-0.9.4-alpha-simple-texas_fertilizer_rate;cycles-0.9.4-alpha-simple-texas_start_year;cycles-0.9.4-alpha-simple-texas_weed_fraction;cycles-0.9.4-alpha-simple-texas_end_year;cycles-0.9.4-alpha-simple-texas_end_planting_day,mintproject/cycles:0.9.4-alpha,source_cycles-0.9.4-alpha,"The crop file is location dependant. The weather file must be compatible with the year selected for simulation. Otherwise the model will not work. For example, if the weather file is for 2018, the model will output an error when attempting to simulate 2000..2017",agriculture; cycles; crop growth; weather;soil;crop management,crop_seasonal_production_index,cycles_cfg_complex_CAG;cycles_cfg_simple_CAG,cycles_grid,Agriculture,cycles_cfg_simple_TI,cycles_biomassgrowth_process;cycles_transpiration_process;cycles_Nmineralizationandimmobalization_process;cycles_humification_process;cycles_Ntransport_process;cycles_respiration_process;cycles_Nuptake_process;cycles_solarradiation_process;cycles_precipitation_process;cycles_management_process,Texas,Expert-configured,,,,,
d42dee74-17b6-4821-b18e-5af4f7e3754c,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,HAND model configuration setup (v2) generating raster data. Baro basin (Ethiopia),Simple configuration of the HAND model for creating flood estimates of the Baro region in Ethiopia The output is an image with the distance down representing the flooding impact.,non-editable,,garijo_daniel,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component.zip,https://raw.githubusercontent.com/mintproject/HAND-TauDEM/v2.1.5/Dockerfile,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component/src/run,5b4c7de0-f3e6-460e-affd-098e59eeb1cd,hand_v2_raster_geojson;hand_v2_raster_distance_down_raster;hand_v2_raster_distance_down;hand_v2_raster_shape,cf80da8a-65f5-4201-b0f9-cf03be3bd4f0,mintproject/hand:v2.1.0,,,relative height; flow path; drainage network; gravitational potential; normalization of topography,,,hand_grid,Hydrology,,hand_distance_down,Ethiopia,Expert-configured,,,,,
dsi_1.0_cfg_spi_ethiopia,https://w3id.org/okn/o/sd#ConfigurationSetup;https://w3id.org/okn/o/sdm#EmpiricalModel,Configuration setup for calculating  the Standardized Precipitation Index from GLDAS data,"Simple configuration for calulcating  Standardized Precipitation Index from GLDAS dataStandardized Precipitation Index (SPI): The Standardized Precipitation Index (SPI) is a widely used index to characterize meteorological drought on a range of timescales. On short timescales, the SPI is closely related to soil moisture, while at longer timescales, the SPI can be related to groundwater and reservoir storage. The SPI can be compared across regions with markedly different climates. It quantifies observed precipitation as a standardized departure from a selected probability distribution function that models the raw precipitation data. The raw precipitation data are typically fitted to a gamma or a Pearson Type III distribution, and then transformed to a normal distribution. The SPI values can be interpreted as the number of standard deviations by which the observed anomaly deviates from the long-term mean. The SPI can be created for differing periods of 1-to-36 months, using monthly input data. For the operational community, the SPI has been recognized as the standard index that should be available worldwide for quantifying and reporting meteorological drought. Concerns have been raised about the utility of the SPI as a measure of changes in drought associated with climate change, as it does not deal with changes in evapotranspiration. Alternative indices that deal with evapotranspiration have been proposed (see SPEI).

Key Strength
Uses precipitation only; can characterize drought or abnormal wetness at different time scales which correspond with the time availability of different water resources (e.g. soil moisture, snowpack, groundwater, river discharge and reservoir storage)
More comparable across regions with different climates than the Palmer Severity Drought Index (PDSI)
Less complex to calculate than the PDSI

Key Limitations
As a measure of water supply only, the SPI does not account for evapotranspiration, and this limits its ability to capture the effect of increased temperatures (associated with climate change) on moisture demand and availability
Sensitive to the quantity and reliability of the data used to fit the distribution; 30-50 years recommended
Does not consider the intensity of precipitation and its potential impacts on runoff, streamflow, and water availability within the system of interest
Since temeprature is not taken into account, interpret carefully over long time scales.

source: https://climatedataguide.ucar.edu/climate-data/standardized-precipitation-index-spi",non-editable,,khider_deborah;garijo_daniel,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/dsi-1.0.0/dsi-1.0.0.zip,,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/dsi-1.0.0/src/run,dsi_1.0_cfg_spi_ethiopia_dataset,dsi_1.0_cfg_spi_ethiopia_movie;dsi_1.0_cfg_spi_ethiopia_out,dsi_1.0_cfg_spi_ethiopia_max_lat;dsi_1.0_cfg_spi_ethiopia_min_lat;dsi_1.0_cfg_spi_ethiopia_calibration_start_year;dsi_1.0_cfg_spi_ethiopia_index;dsi_1.0_cfg_spi_ethiopia_min_long;dsi_1.0_cfg_spi_ethiopia_generate_visualization;dsi_1.0_cfg_spi_ethiopia_max_long;dsi_1.0_cfg_spi_ethiopia_scales;dsi_1.0_cfg_spi_ethiopia_calibration_end_year;dsi_1.0_cfg_spi_ethiopia_periodicity;dsi_1.0_cfg_spi_ethiopia_data_start_year;dsi_1.0_cfg_spi_ethiopia_data_type;dsi_1.0_cfg_spi_ethiopia_data_end_year;dsi_1.0_cfg_spi_ethiopia_distribution,mintproject/droughtindices:latest,source_dsi_comp,Please note that the GLDAS data is not long enough for a proper calibration of at least 30 years. ,climate; drought; index,standardized_precipitation_evapotranspiration_index;standardized_precipitation_index;potential_evapotranspiration,,,Weather,,,South_Sudan;Ethiopia,Expert-configured,,,,,
e60cf1d0-11f8-454d-a48b-686612fdaf90,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,Hand v2 with raster data NA-Gracywoods-120902050307,Hand v2 with raster data NA-Gracywoods-120902050307,non-editable,64d65683-72ac-4787-9577-3636772f6873,,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component.zip,https://raw.githubusercontent.com/mintproject/HAND-TauDEM/v2.1.5/Dockerfile,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component/src/run,c03864aa-0476-423d-87d0-4452fb5cd0b3,hand_v2_raster_geojson;hand_v2_raster_distance_down_raster;hand_v2_raster_distance_down;hand_v2_raster_shape,64d65683-72ac-4787-9577-3636772f6873,mintproject/hand:v2.1.0,,,relative height; flow path; drainage network; gravitational potential; normalization of topography,flooding_contour,,hand_grid,Hydrology,,hand_distance_down,Texas,Expert-configured,,,,,
e6fde32c-dbcb-4783-b2a2-04dd12d83f0b,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,HAND v2 with raster data for NA-Walsh_Tarlton-120902050305,Setup for NA-Walsh_Tarlton region,non-editable,,,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component.zip,https://raw.githubusercontent.com/mintproject/HAND-TauDEM/v2.1.5/Dockerfile,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component/src/run,cf7815c9-dba8-4b7a-b8f1-43dfffb28f6b,hand_v2_raster_geojson;hand_v2_raster_distance_down_raster;hand_v2_raster_distance_down;hand_v2_raster_shape,03384388-dd37-47b2-95a2-f534ed9b57eb,mintproject/hand:v2.1.0,,,,flooding_contour,,hand_grid,Hydrology,,hand_distance_down,Texas,Expert-configured,,,,,
eba6afdc-c20b-44d6-ab63-702e9498699a,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,HAND model configuration setup (v2) generating raster data. Bashilo basin (Ethiopia),Simple configuration of the HAND model for creating flood estimates of the Bashilo region in Ethiopia. The output is an image with the distance down representing the flooding impact. A raster image is available.,non-editable,,garijo_daniel,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component.zip,https://raw.githubusercontent.com/mintproject/HAND-TauDEM/v2.1.5/Dockerfile,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component/src/run,e1e680c8-3605-467e-963e-c986a2f7c55b,hand_v2_raster_geojson;hand_v2_raster_distance_down_raster;hand_v2_raster_distance_down;hand_v2_raster_shape,bd21bec4-5fd1-41b6-a483-08d70e4d15d8,mintproject/hand:v2.1.0,,,relative height; flow path; drainage network; gravitational potential; normalization of topography,flooding_contour,,hand_grid,Hydrology,,hand_distance_down,Ethiopia,Expert-configured,,,,,
ec3f1f59-216a-4ac3-9bc6-23dff0cdb434,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,HAND v2 catchment raster for Young County (Texas),HAND setup for HAND region (DEM provided by PT2050). Catchment n0: 0,non-editable,,garijo_daniel;hardesty_daniel,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component.zip,https://raw.githubusercontent.com/mintproject/HAND-TauDEM/v2.1.5/Dockerfile,https://github.com/mintproject/HAND-TauDEM/raw/v2.1.4/hand_v2_mint_component/src/run,de570357-dccb-4055-bcd6-6b3da981fb56,hand_v2_raster_geojson;hand_v2_raster_distance_down_raster;hand_v2_raster_distance_down;hand_v2_raster_shape,c2afa55c-fcd2-4457-97a1-534f69fd594c,mintproject/hand:v2.1.0,,,relative height; flow path; drainage network; gravitational potential; normalization of topography,,,hand_grid,Hydrology,,hand_distance_down,Texas,Expert-configured,,,,,
economic-v6.1_Gambella_advanced,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,EACS basic configuration setup with two crops available (maize and sorghum),Aggregate crop supply response model calibrated for the Gambella region of Etiopia (version 6.1). Adjustments on maize and sorghum can be performed,non-editable,economic-v6.1_Gambella_advanced_maize_fertilizer_cost_adjustment;economic-v6.1_Gambella_advanced_maize_land_cost_adjustment;economic-v6.1_Gambella_advanced_maize_crop_price_adjustment;economic-v6.1_Gambella_advanced_sorghum_land_cost_adjustment;economic-v6.1_Gambella_advanced_sorghum_crop_price_adjustment;economic-v6.1_Gambella_advanced_sorghum_fertilizer_cost_adjustment,mayani_rajiv,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/economicGambela-6.1.0/economicGambela-6.1.0.zip,,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/economicGambela-6.1.0/src/run,economic-v6.1_Gambella_advanced_cycles_data;economic-v6.1_Gambella_advanced_price;economic-v6.1_Gambella_advanced_production_cost;economic-v6.1_Gambella_advanced_land,economic-v6.1_Gambella_advanced_land_use;economic-v6.1_Gambella_advanced_calib_land_use,economic-v6.1_Gambella_advanced_maize_fertilizer_cost_adjustment;economic-v6.1_Gambella_advanced_maize_land_cost_adjustment;economic-v6.1_Gambella_advanced_maize_crop_price_adjustment;economic-v6.1_Gambella_advanced_sorghum_land_cost_adjustment;economic-v6.1_Gambella_advanced_sorghum_crop_price_adjustment;economic-v6.1_Gambella_advanced_sorghum_fertilizer_cost_adjustment,mintproject/economic:v5,source_econ_config_v6.1_gambella,The model assumes that only one parameter will be adjusted at the same time,economy; land use; crop production; fertilizer costs,,economic_aggregate_crop_supply_CAG_process;economic_aggregate_crop_supply_CAG_variables,econ_grid,Economy,economic_aggregate_crop_supply_TI,constr_max_net_revenue_process,Gambella,Calibration,khider_deborah;zhang_zeya,The model assumes that only one parameter will be adjusted at the same time,econ_land_area;econ_Nfert,,
economic-v6.1_Gambella_advanced_elasticities,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,EACS configuration setup with two crops available and configurable elasticities file,Aggregate crop supply response model calibrated for the Gambella region of Etiopia (version 6.1). Adjustments on elasticities for maize and sorghum can be performed,non-editable,economic-v6.1_Gambella_advanced_elasticities_sorghum_fertilizer_cost_adjustment;economic-v6.1_Gambella_advanced_elasticities_maize_fertilizer_cost_adjustment;economic-v6.1_Gambella_advanced_elasticities_maize_land_cost_adjustment;economic-v6.1_Gambella_advanced_elasticities_sorghum_crop_price_adjustment;economic-v6.1_Gambella_advanced_elasticities_maize_crop_price_adjustment;economic-v6.1_Gambella_advanced_elasticities_sorghum_land_cost_adjustment,mayani_rajiv,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/economicGambela-6.1.0/economicGambela-6.1.0.zip,,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/economicGambela-6.1.0/src/run,economic-v6.1_Gambella_advanced_elasticities_cycles_data;economic-v6.1_Gambella_advanced_elasticities_land;economic-v6.1_Gambella_advanced_elasticities_price;economic-v6.1_Gambella_advanced_elasticities_production_cost,economic-v6.1_Gambella_advanced_elasticities_land_use;economic-v6.1_Gambella_advanced_elasticities_calib_land_use,economic-v6.1_Gambella_advanced_elasticities_sorghum_fertilizer_cost_adjustment;economic-v6.1_Gambella_advanced_elasticities_maize_fertilizer_cost_adjustment;economic-v6.1_Gambella_advanced_elasticities_maize_land_cost_adjustment;economic-v6.1_Gambella_advanced_elasticities_sorghum_crop_price_adjustment;economic-v6.1_Gambella_advanced_elasticities_maize_crop_price_adjustment;economic-v6.1_Gambella_advanced_elasticities_sorghum_land_cost_adjustment,mintproject/economic:v5,source_econ_config_v6.1_gambella,The model assumes that only one parameter will be adjusted at the same time,economy; land use; crop production; fertilizer costs,,economic_aggregate_crop_supply_CAG_process;economic_aggregate_crop_supply_CAG_variables,econ_grid,Economy,economic_aggregate_crop_supply_TI,constr_max_net_revenue_process,Gambella,Calibration,khider_deborah;zhang_zeya,The model assumes that only one parameter will be adjusted at the same time,econ_land_area;econ_Nfert,,
economic-v6.1_advanced_pongo,https://w3id.org/okn/o/sdm#Theory-GuidedModel;https://w3id.org/okn/o/sd#ConfigurationSetup,EACS advanced configuration setup calibrated for the Pongo region of South Sudan (v6.1) and exposing 15 parameters-3 per crop,Aggregate crop supply response model calibrated for the Pongo region of South Sudan (version 6.1). This model exposes 15 adjustable parameters: 3 parameters per crop,non-editable,economic-v6.1_advanced_pongo_groundnuts_land_cost_adjustment;economic-v6.1_advanced_pongo_cassava_crop_price_adjustment;economic-v6.1_advanced_pongo_sorghum_fertilizer_cost_adjustment;economic-v6.1_advanced_pongo_cassava_land_cost_adjustment;economic-v6.1_advanced_pongo_maize_land_cost_adjustment;economic-v6.1_advanced_pongo_sorghum_crop_price_adjustment;economic-v6.1_advanced_pongo_sesame_crop_price_adjustment;economic-v6.1_advanced_pongo_maize_fertilizer_cost_adjustment;economic-v6.1_advanced_pongo_maize_crop_price_adjustment;economic-v6.1_advanced_pongo_sesame_fertilizer_cost_adjustment;economic-v6.1_advanced_pongo_cassava_fertilizer_cost_adjustment;economic-v6.1_advanced_pongo_sesame_land_cost_adjustment;economic-v6.1_advanced_pongo_sorghum_land_cost_adjustment;economic-v6.1_advanced_pongo_groundnuts_crop_price_adjustment;economic-v6.1_advanced_pongo_groundnuts_fertilizer_cost_adjustment,mayani_rajiv,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/economic-v6.1/economic-v6.1.zip,,https://github.com/mintproject/MINT-WorkflowDomain/raw/master/WINGSWorkflowComponents/economic-v6.1/src/run,economic-v6.1_advanced_pongo_production_cost;economic-v6.1_advanced_pongo_price;economic-v6.1_advanced_pongo_land;economic-v6.1_advanced_pongo_cycles_data,economic-v6.1_advanced_pongo_calib_land_use;economic-v6.1_advanced_pongo_land_use,economic-v6.1_advanced_pongo_groundnuts_land_cost_adjustment;economic-v6.1_advanced_pongo_cassava_crop_price_adjustment;economic-v6.1_advanced_pongo_sorghum_fertilizer_cost_adjustment;economic-v6.1_advanced_pongo_cassava_land_cost_adjustment;economic-v6.1_advanced_pongo_maize_land_cost_adjustment;economic-v6.1_advanced_pongo_sorghum_crop_price_adjustment;economic-v6.1_advanced_pongo_sesame_crop_price_adjustment;economic-v6.1_advanced_pongo_maize_fertilizer_cost_adjustment;economic-v6.1_advanced_pongo_maize_crop_price_adjustment;economic-v6.1_advanced_pongo_sesame_fertilizer_cost_adjustment;economic-v6.1_advanced_pongo_cassava_fertilizer_cost_adjustment;economic-v6.1_advanced_pongo_sesame_land_cost_adjustment;economic-v6.1_advanced_pongo_sorghum_land_cost_adjustment;economic-v6.1_advanced_pongo_groundnuts_crop_price_adjustment;economic-v6.1_advanced_pongo_groundnuts_fertilizer_cost_adjustment,mintproject/economic:v5,source_econ_config_v6.1,The model assumes that only one parameter will be adjusted at the same time,economy; land use; crop production; fertilizer costs,,economic_aggregate_crop_supply_CAG_process;economic_aggregate_crop_supply_CAG_variables,econ_grid,Economy,economic_aggregate_crop_supply_TI,constr_max_net_revenue_process,Pongo_Basin_SS,Calibration,khider_deborah;zhang_zeya,,econ_land_area;econ_Nfert,,
